Chlor,TSO2,pH,qual,Type
0.041,144,3.22,7,W
0.053,120,3.01,6,W
0.053,120,3.01,6,W
0.053,120,3.01,6,W
0.062,122,3,5,W
0.052,94,3.07,6,W
0.047,117,3.07,6,W
0.042,112,3.06,7,W
0.047,117,3.07,6,W
0.037,51,3.04,6,W
0.062,122,3,5,W
0.052,94,3.07,6,W
0.054,152,3.2,6,W
0.044,122,3,6,W
0.041,144,3.22,7,W
0.053,120,3.01,6,W
0.051,171,3.08,6,W
0.054,183,2.98,6,W
0.054,97,3.16,5,W
0.055,151,3.2,5,W
0.037,115,3.21,6,W
0.054,183,2.98,6,W
0.054,97,3.16,5,W
0.056,91,3.06,4,W
0.062,100,3.04,5,W
0.055,151,3.2,5,W
0.033,151,3.18,6,W
0.046,147,3.27,6,W
0.029,94,3.25,6,W
0.033,151,3.18,6,W
0.052,176,3.09,5,W
0.029,81,3.2,6,W
0.031,139,3.22,6,W
0.023,105,3.11,5,W
0.06,120,3.06,5,W
0.034,116,3.07,5,W
0.021,125,3.13,6,W
0.034,116,3.07,5,W
0.032,172,3.24,6,W
0.041,177,3.14,5,W
0.044,176,3.14,5,W
0.06,120,3.06,5,W
0.033,109,3.35,4,W
0.052,185,3.21,5,W
0.053,149,3.23,5,W
0.05,135,2.9,7,W
0.05,135,2.9,7,W
0.05,135,2.9,7,W
0.05,135,2.9,7,W
0.05,154,2.94,7,W
0.038,118,3,6,W
0.038,118,3,6,W
0.034,98,3.02,6,W
0.05,135,2.9,7,W
0.028,97,2.96,6,W
0.053,149,3.23,5,W
0.05,135,2.9,7,W
0.05,154,2.94,7,W
0.028,97,2.96,6,W
0.032,131,3.23,5,W
0.036,110,3.05,6,W
0.038,118,3,6,W
0.034,98,3.02,6,W
0.048,70,3.19,5,W
0.048,70,3.19,5,W
0.036,119,3.15,6,W
0.09,130,3.07,5,W
0.032,85,3.42,5,W
0.029,110,3.27,8,W
0.057,160,3.16,6,W
0.062,166,3.16,5,W
0.057,160,3.16,6,W
0.049,133,3.19,6,W
0.048,162,3.21,5,W
0.048,76,2.96,6,W
0.043,163,3.15,7,W
0.054,107,3.19,5,W
0.06,82,3.13,4,W
0.049,120,3.08,6,W
0.05,134,3.13,5,W
0.044,108,3.3,6,W
0.044,110,3.3,6,W
0.052,91,3.19,6,W
0.05,116,3.1,6,W
0.049,106,3.08,6,W
0.046,142,3.23,6,W
0.052,185,3.28,5,W
0.048,96,3.06,8,W
0.048,73,3.06,6,W
0.058,93,3.03,6,W
0.059,101,3.12,6,W
0.047,79,3.07,6,W
0.098,127,3.15,6,W
0.07,179,2.86,6,W
0.057,82,3.26,6,W
0.059,112,3.18,6,W
0.11,103,3.08,6,W
0.03,98,3.09,7,W
0.11,103,3.08,6,W
0.054,136,3.08,5,W
0.057,82,3.26,6,W
0.046,140,3.22,5,W
0.059,112,3.18,6,W
0.037,99,3.08,6,W
0.057,166,3.23,5,W
0.057,166,3.23,5,W
0.03,86,3.31,7,W
0.035,80,3.12,7,W
0.039,122,3.07,7,W
0.041,141,3.16,5,W
0.037,150,3.04,6,W
0.035,105,3.18,6,W
0.043,153,3.75,6,W
0.053,193,3.22,5,W
0.04,75,3.31,6,W
0.041,95,3.27,6,W
0.041,92,3.26,6,W
0.046,107,3.15,6,W
0.041,94,3.07,6,W
0.069,158,3.15,6,W
0.069,158,3.15,6,W
0.046,143,3.15,8,W
0.046,147,3.15,7,W
0.049,122,3.01,5,W
0.054,151,3.12,6,W
0.059,171,3.14,6,W
0.095,75,3.1,6,W
0.052,72,3.1,7,W
0.048,147,3.08,5,W
0.047,147,3.09,5,W
0.059,215,3.33,5,W
0.054,227,3.25,5,W
0.02,68,3.22,7,W
0.032,130,3.05,6,W
0.048,206,3.26,5,W
0.048,206,3.26,5,W
0.04,120,3.33,6,W
0.038,89,3.24,6,W
0.046,132,3.63,5,W
0.035,128,3.46,6,W
0.048,206,3.26,5,W
0.041,72,3.22,6,W
0.054,143,3.1,7,W
0.052,149,3.02,6,W
0.052,149,3.02,6,W
0.051,136,3.25,6,W
0.055,131,3.22,6,W
0.052,149,3.02,6,W
0.052,160,3.03,6,W
0.064,115.5,3.16,7,W
0.054,143,3.1,7,W
0.055,120,3.19,6,W
0.038,76,3.1,7,W
0.046,194,3.07,5,W
0.032,193,3.1,6,W
0.055,120,3.19,6,W
0.049,187,3.19,5,W
0.048,186,3.19,5,W
0.049,187,3.19,5,W
0.047,186,3.18,5,W
0.056,168,2.9,7,W
0.056,168,2.9,7,W
0.056,168,2.9,7,W
0.056,168,2.9,7,W
0.056,168,2.9,7,W
0.056,168,2.9,7,W
0.061,120,3.18,5,W
0.063,119,3.22,5,W
0.05,83,3.17,7,W
0.044,158,3.19,7,W
0.04,118,3.31,8,W
0.039,104,3.32,6,W
0.035,123,3.24,7,W
0.056,168,2.9,7,W
0.04,101,3.15,5,W
0.06,169,3.27,6,W
0.174,99,2.92,5,W
0.05,179,3.06,6,W
0.048,157,3.2,7,W
0.049,161,3.1,6,W
0.037,113,3.23,6,W
0.038,133,3.16,7,W
0.052,198,3.2,5,W
0.053,123,3.09,6,W
0.039,68,2.96,6,W
0.055,170,3.13,6,W
0.041,82,3.31,7,W
0.04,81,3.26,7,W
0.052,198,3.2,5,W
0.043,72,3.06,5,W
0.037,108,3.19,6,W
0.048,119,3.32,6,W
0.097,105,3.07,5,W
0.04,63,3.2,6,W
0.05,140,3.09,5,W
0.044,100,3.12,6,W
0.045,100,2.98,6,W
0.044,100,3.12,6,W
0.04,87,2.94,8,W
0.036,68,3.24,6,W
0.053,149,3.18,5,W
0.049,139,2.94,5,W
0.045,100,2.98,6,W
0.044,101,3.03,6,W
0.033,85,3.05,6,W
0.044,113,3.29,6,W
0.054,183,3.3,5,W
0.044,139,3.06,6,W
0.033,85,3.05,6,W
0.05,144,3.24,6,W
0.036,107,3.34,7,W
0.023,89,3.25,6,W
0.024,102,3.29,6,W
0.05,134,3.08,6,W
0.041,193,3.04,6,W
0.052,164,3.24,4,W
0.142,69,3.14,4,W
0.056,210,3.05,5,W
0.056,210,3.05,5,W
0.056,210,3.05,5,W
0.06,113,3.07,4,W
0.041,180,2.92,6,W
0.056,210,3.05,5,W
0.046,92,3.22,6,W
0.038,129,3.26,6,W
0.06,113,3.07,4,W
0.029,51,3.51,4,W
0.029,87,3.29,7,W
0.056,187,3.31,5,W
0.056,171,3.25,7,W
0.047,93,3.44,7,W
0.048,201,3.11,6,W
0.046,133,2.97,6,W
0.045,122,2.94,6,W
0.066,89,3.14,6,W
0.036,92,3.07,6,W
0.052,118,3.23,6,W
0.05,120,3.24,6,W
0.04,116,3.14,5,W
0.04,116,3.14,5,W
0.03,80,3.05,5,W
0.04,116,3.14,5,W
0.041,90,3.27,7,W
0.042,130,3.08,6,W
0.034,140,3.1,6,W
0.037,144,3.13,7,W
0.019,72,3.16,6,W
0.038,116,3.04,5,W
0.037,116,3.04,5,W
0.023,95,3.07,6,W
0.145,124,3.09,6,W
0.04,114,3.25,6,W
0.044,161,3.19,6,W
0.053,95,3.2,6,W
0.047,91,3.3,6,W
0.053,95,3.2,6,W
0.036,74,3.48,4,W
0.058,115,3.15,5,W
0.051,119,3.15,5,W
0.051,119,3.15,5,W
0.033,121,2.96,5,W
0.034,121,2.96,6,W
0.036,114,3.75,6,W
0.038,145,3.22,6,W
0.042,120,3.32,7,W
0.036,169,3.26,6,W
0.036,164,3.26,6,W
0.042,99,3.23,6,W
0.038,145,3.22,6,W
0.042,120,3.32,7,W
0.044,117,3.31,7,W
0.04,146,3.17,6,W
0.045,192,3.11,5,W
0.041,174,3.07,6,W
0.043,201,3.08,5,W
0.044,113,3.22,6,W
0.044,113,3.22,6,W
0.044,113,3.22,6,W
0.044,113,3.22,6,W
0.027,117,3.56,7,W
0.054,183,3.08,5,W
0.04,47,3.07,4,W
0.04,129,3.23,6,W
0.044,113,3.22,6,W
0.059,124,3.3,5,W
0.059,124,3.3,5,W
0.049,93,3.15,6,W
0.049,93,3.15,6,W
0.049,93,3.15,6,W
0.049,93,3.15,6,W
0.046,117,3.08,5,W
0.03,76,2.88,6,W
0.048,112,2.87,6,W
0.059,124,3.3,5,W
0.045,183,3.25,5,W
0.041,119,3.17,6,W
0.045,183,3.25,5,W
0.046,121,3.1,5,W
0.045,183,3.25,5,W
0.041,119,3.17,6,W
0.037,103,3.13,6,W
0.038,111,3.44,6,W
0.208,154,3.1,6,W
0.209,156,3.1,5,W
0.105,155,3.01,5,W
0.034,204,3.05,6,W
0.043,114,3.16,6,W
0.044,115,3.39,6,W
0.044,113,3.38,6,W
0.05,133,3.22,6,W
0.039,116,3.38,7,W
0.036,87,3.33,6,W
0.038,121,3.36,6,W
0.054,140,3.17,6,W
0.046,103,3.12,5,W
0.043,114,3.16,6,W
0.04,86,3.32,6,W
0.035,117,3.2,7,W
0.035,115,3.12,7,W
0.086,94,3.13,5,W
0.038,138,3,7,W
0.035,117,3.2,7,W
0.035,115,3.12,7,W
0.056,191,3.16,5,W
0.036,150,3,6,W
0.042,121,3.04,7,W
0.037,129,2.89,6,W
0.043,100,3.4,6,W
0.054,182,3.12,5,W
0.052,168,3.11,5,W
0.054,182,3.12,5,W
0.043,145,3.23,5,W
0.054,181,3.12,5,W
0.054,182,3.12,5,W
0.052,168,3.11,5,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.057,155,2.94,8,W
0.044,96,3.23,8,W
0.057,155,2.94,8,W
0.054,139,3.04,6,W
0.052,141,3.44,6,W
0.024,109,3.37,6,W
0.176,106,2.96,6,W
0.034,107,3.11,6,W
0.176,106,2.96,6,W
0.034,148,3.03,7,W
0.042,148,2.98,6,W
0.108,187,2.96,5,W
0.015,73,2.82,6,W
0.039,137,3.22,6,W
0.054,148,3.18,5,W
0.064,166,3.11,6,W
0.049,169,3.27,6,W
0.039,137,3.22,6,W
0.046,178,3.25,5,W
0.04,194,3.31,6,W
0.05,179,3.18,5,W
0.062,203,3.17,6,W
0.054,148,3.18,5,W
0.039,110,3.22,6,W
0.039,123,3.12,6,W
0.048,136,3.14,5,W
0.041,119,2.99,6,W
0.063,133,2.86,5,W
0.035,117,3.26,6,W
0.048,136,3.14,5,W
0.041,109,2.98,6,W
0.041,119,2.99,6,W
0.096,115,3.02,5,W
0.053,92,3.18,5,W
0.038,112,3.05,6,W
0.043,98,3.14,6,W
0.051,171,3.16,5,W
0.041,186,3.22,6,W
0.042,133,3.02,5,W
0.035,76,3.21,6,W
0.041,126,2.94,5,W
0.042,133,3.02,5,W
0.05,143,3.31,6,W
0.058,151,3.22,6,W
0.041,110,3.2,6,W
0.035,76,3.21,6,W
0.05,182,3.23,5,W
0.05,182,3.23,5,W
0.043,170,3.28,6,W
0.039,97,3.11,6,W
0.036,100,3.08,6,W
0.04,111,3.05,4,W
0.057,167,3.14,5,W
0.048,203,3.25,5,W
0.057,167,3.14,5,W
0.047,139,3.25,6,W
0.046,143,3.26,6,W
0.051,146,3.1,5,W
0.053,173,3.11,5,W
0.053,173,3.11,5,W
0.053,173,3.11,5,W
0.051,146,3.1,5,W
0.053,173,3.11,5,W
0.041,137,3.02,6,W
0.043,176,3.17,6,W
0.066,187,3.19,5,W
0.044,197,3.21,5,W
0.044,197,3.21,5,W
0.037,140,3.17,7,W
0.046,80,2.92,6,W
0.044,197,3.21,5,W
0.037,140,3.17,7,W
0.069,182,3.11,5,W
0.039,86,3.23,7,W
0.041,114,3.04,7,W
0.039,86,3.23,7,W
0.041,114,3.04,7,W
0.061,141,3.08,5,W
0.069,182,3.11,5,W
0.04,125,3.19,6,W
0.047,118,3.08,6,W
0.047,118,3.08,6,W
0.047,118,3.08,6,W
0.047,118,3.08,6,W
0.04,125,3.19,6,W
0.04,125,3.19,6,W
0.047,118,3.08,6,W
0.045,122,3.22,6,W
0.047,123,3.22,6,W
0.044,205,3.11,5,W
0.038,166,3.2,6,W
0.042,162,3.27,6,W
0.051,134,2.96,5,W
0.043,67,3.21,6,W
0.03,94,3.15,6,W
0.06,193,3.21,5,W
0.045,161,3.25,6,W
0.051,166,3.24,6,W
0.051,92,3.36,6,W
0.051,166,3.24,6,W
0.046,131,3.22,5,W
0.048,125,3.09,5,W
0.051,146,3.06,5,W
0.033,111,3.16,6,W
0.051,146,3.06,5,W
0.048,125,3.09,5,W
0.031,116,3.39,6,W
0.031,116,3.39,6,W
0.024,111,3.48,6,W
0.035,101,3.04,6,W
0.045,122,3.18,5,W
0.039,150,3.23,6,W
0.04,136,3.05,6,W
0.049,184,3.22,5,W
0.048,173,3.24,5,W
0.035,101,3.04,6,W
0.051,149,3,6,W
0.051,174,3.14,5,W
0.051,174,3.14,5,W
0.051,174,3.14,5,W
0.045,129,3.24,7,W
0.041,120,3.27,5,W
0.051,149,3,6,W
0.044,157,3.27,6,W
0.038,109,3.23,6,W
0.031,114,3.12,6,W
0.053,141,3.11,5,W
0.053,141,3.11,5,W
0.051,149,3.36,5,W
0.054,158,3.2,5,W
0.051,95,3.24,6,W
0.042,100,3.03,6,W
0.042,90,3.76,6,W
0.039,78,3.36,6,W
0.039,83,3.18,5,W
0.271,140,3.11,5,W
0.049,125,3.2,6,W
0.036,110,3.26,6,W
0.034,104,3.11,6,W
0.05,180,3.14,5,W
0.05,180,3.14,5,W
0.053,126,3.24,5,W
0.12,122,3.1,5,W
0.05,180,3.14,5,W
0.037,155,3.18,6,W
0.058,108,3.23,4,W
0.053,126,3.24,5,W
0.033,74,3.29,6,W
0.05,68,3.16,6,W
0.045,87,3.47,6,W
0.03,122,3.13,6,W
0.03,122,3.13,6,W
0.033,116,3.2,6,W
0.038,95,2.97,6,W
0.032,50,3.08,6,W
0.043,165,3.36,6,W
0.046,84,3.04,6,W
0.053,194,3.18,6,W
0.046,84,3.04,6,W
0.212,150,3.1,5,W
0.052,106,3.09,5,W
0.053,103,3.27,6,W
0.053,175,3.2,6,W
0.055,182,3.35,6,W
0.05,156,3.14,6,W
0.041,104,3.26,7,W
0.051,138,3.03,5,W
0.051,162,3.15,5,W
0.044,100,3.22,6,W
0.036,73,3.4,5,W
0.034,129,3.2,4,W
0.061,100,3.07,5,W
0.047,147,3.24,6,W
0.034,110,3.36,6,W
0.034,110,3.36,6,W
0.044,97,3.12,6,W
0.051,259,3.19,5,W
0.039,118,3.06,6,W
0.036,70,3.16,6,W
0.049,82,3,6,W
0.049,40,3.14,6,W
0.058,183,3.32,6,W
0.052,230,3.19,5,W
0.048,191,3.17,5,W
0.049,40,3.14,6,W
0.048,149,3.12,5,W
0.049,137,3.16,6,W
0.058,183,3.32,6,W
0.058,206,3.32,6,W
0.049,82,3,6,W
0.068,101,3.03,6,W
0.047,164.5,3.06,6,W
0.049,162.5,3.06,6,W
0.049,162.5,3.06,6,W
0.056,121,3.32,6,W
0.049,124,3.14,5,W
0.04,105,3.13,6,W
0.047,156,3.06,6,W
0.049,152,3.06,6,W
0.049,94,3.18,5,W
0.032,134,2.99,6,W
0.026,60,3.13,5,W
0.026,105,3.26,6,W
0.025,111,3.36,6,W
0.037,76,3.05,5,W
0.037,76,3.05,5,W
0.026,105,3.26,6,W
0.021,101,3.19,6,W
0.033,95,2.96,6,W
0.022,47,3.35,6,W
0.047,183,3.39,5,W
0.037,76,3.05,5,W
0.047,101,3.1,6,W
0.048,113,3.11,6,W
0.027,104,3.22,6,W
0.026,105,3.26,6,W
0.025,111,3.36,6,W
0.094,97,3.09,5,W
0.028,138,3.26,5,W
0.042,210,3.17,6,W
0.033,130,3.38,6,W
0.04,110,3.34,7,W
0.022,107,3.33,6,W
0.035,72,3.11,6,W
0.028,131,3.49,7,W
0.03,119,3.4,7,W
0.036,113,3.16,7,W
0.039,159,3.66,5,W
0.03,171,3.03,5,W
0.039,159,3.66,5,W
0.055,135,3.23,6,W
0.05,126,3.18,6,W
0.029,83,3.3,6,W
0.027,101,3.35,7,W
0.024,97,3.2,7,W
0.026,99,3.1,6,W
0.03,102,3.08,7,W
0.034,133,3.34,7,W
0.036,56,3.19,5,W
0.05,96,3.21,6,W
0.042,98,3.42,7,W
0.045,125,2.99,6,W
0.047,112,2.97,6,W
0.038,138,3.46,6,W
0.048,146,3.1,6,W
0.05,150,2.86,6,W
0.042,110,3.02,6,W
0.03,158,3.41,6,W
0.029,132,3.28,6,W
0.035,108,3.12,6,W
0.05,137,3.26,5,W
0.029,132,3.28,6,W
0.041,168,3.22,6,W
0.042,251,3.01,6,W
0.036,165,3.12,6,W
0.053,113,3.2,6,W
0.035,129,3.32,6,W
0.037,124,3.07,6,W
0.069,114,3.22,6,W
0.033,75,3.15,6,W
0.053,113,3.2,6,W
0.027,75,3.3,7,W
0.043,116,3,6,W
0.03,116,2.8,6,W
0.044,139,3.06,6,W
0.032,124,3.18,6,W
0.037,146,3.11,6,W
0.036,93,3.16,6,W
0.04,112,3.04,5,W
0.033,177,3.12,6,W
0.032,73,2.9,7,W
0.032,50,3.14,4,W
0.03,73,3.22,6,W
0.034,77,3.25,5,W
0.041,146,3.16,5,W
0.04,145,3.15,5,W
0.094,166,2.9,5,W
0.032,132,3.26,7,W
0.039,99,3.01,5,W
0.036,129,3.36,7,W
0.032,132,3.26,7,W
0.06,196,3.22,5,W
0.038,119,3.07,6,W
0.047,95,3.22,7,W
0.036,131,3.26,7,W
0.038,125,3.36,6,W
0.032,91,3.26,6,W
0.034,158,3.05,5,W
0.034,199,3.39,6,W
0.041,99,3.18,6,W
0.041,99,3.18,6,W
0.041,73,3.04,7,W
0.041,127,3.23,7,W
0.041,102,3.22,7,W
0.034,199,3.39,6,W
0.043,188,3.23,6,W
0.038,136,3.11,6,W
0.033,120,3.25,6,W
0.048,177,3.28,5,W
0.036,118,3.04,6,W
0.048,177,3.28,5,W
0.049,195,3.26,6,W
0.036,118,3.04,6,W
0.035,126,3.01,6,W
0.03,98,3.37,7,W
0.043,197,3.24,6,W
0.035,122,3.09,6,W
0.034,158,3.32,7,W
0.037,88,3.29,7,W
0.042,101,3.36,7,W
0.117,240,3.11,5,W
0.042,84,3.44,5,W
0.042,84,3.44,5,W
0.033,113,3.26,7,W
0.051,210,3.24,5,W
0.035,73,3.1,7,W
0.048,149,3.09,7,W
0.048,149,3.09,7,W
0.048,149,3.09,7,W
0.048,149,3.09,7,W
0.036,132,3.21,6,W
0.04,85,2.87,6,W
0.027,79,3.27,6,W
0.048,150,3.09,5,W
0.028,111,3.14,6,W
0.036,111,3.32,7,W
0.034,114,3.32,7,W
0.028,111,3.14,6,W
0.057,221,3.17,5,W
0.034,114,3.32,7,W
0.036,111,3.32,7,W
0.049,117,3.46,5,W
0.035,137,3.08,6,W
0.036,168,3.47,5,W
0.036,168,3.47,5,W
0.028,104,3.28,7,W
0.034,151,3.35,7,W
0.04,140,3.29,6,W
0.045,128,3.18,6,W
0.028,104,3.28,7,W
0.035,137,3.08,6,W
0.036,168,3.47,5,W
0.058,133,3.17,4,W
0.025,49,3.29,6,W
0.027,66,3.11,6,W
0.041,120,3.06,6,W
0.036,184,3.44,6,W
0.062,114,3.23,5,W
0.058,133,3.17,4,W
0.035,156,2.88,6,W
0.035,156,2.88,6,W
0.035,156,2.88,6,W
0.035,156,2.88,6,W
0.043,167,2.93,7,W
0.053,173,3.38,5,W
0.035,156,2.88,6,W
0.043,167,2.93,7,W
0.032,113,3.13,7,W
0.03,84,3.19,6,W
0.032,113,3.13,7,W
0.173,121,3.04,6,W
0.041,168,3.1,5,W
0.041,168,3.1,5,W
0.044,144,3.26,6,W
0.044,144,3.26,6,W
0.037,83,3.33,7,W
0.053,202,3.2,6,W
0.053,111,3.36,6,W
0.031,111,3.03,7,W
0.051,115,3.4,6,W
0.034,109,3.28,6,W
0.033,142,3.35,6,W
0.03,108,3.3,7,W
0.051,115,3.4,6,W
0.053,111,3.36,6,W
0.04,98,3.25,6,W
0.031,111,3.03,7,W
0.034,81,3.29,6,W
0.033,69,3.12,6,W
0.074,130,3.31,6,W
0.043,134,3.24,6,W
0.034,81,3.29,6,W
0.044,93,3.11,5,W
0.036,98,3.34,6,W
0.053,132,3.06,6,W
0.05,180,3.18,6,W
0.036,98,3.34,6,W
0.038,116,3.04,6,W
0.035,96,3.49,6,W
0.053,132,3.06,6,W
0.035,122,3.12,6,W
0.05,65,3.27,5,W
0.048,106,3.24,5,W
0.031,140,3.34,6,W
0.031,140,3.34,6,W
0.03,123,3.55,6,W
0.026,68,3.33,6,W
0.042,61,3.22,6,W
0.042,61,3.22,6,W
0.031,134,3.25,7,W
0.029,118,3.36,6,W
0.026,68,3.33,6,W
0.05,189,3.24,5,W
0.034,137,3.24,6,W
0.035,133,3.23,6,W
0.032,148,3.32,5,W
0.043,101,3.67,5,W
0.047,440,3.44,3,W
0.043,132,2.86,6,W
0.029,93,3.23,6,W
0.05,184,3.12,5,W
0.051,182,3.13,6,W
0.032,148,3.32,5,W
0.033,185,3.14,6,W
0.035,78,3.23,7,W
0.032,100,3.43,6,W
0.043,106,3.16,6,W
0.027,92,3.12,6,W
0.035,111,3.18,7,W
0.035,111,3.18,7,W
0.04,140,2.98,6,W
0.052,128,3.16,6,W
0.052,128,3.16,6,W
0.035,116,3.12,6,W
0.037,78,3.47,7,W
0.031,130,3.31,7,W
0.046,116,3.24,6,W
0.038,96,3.56,8,W
0.055,138,3.27,8,W
0.052,181,3.3,7,W
0.047,160,3.16,6,W
0.047,160,3.16,6,W
0.047,160,3.16,6,W
0.047,160,3.16,6,W
0.057,223,3.16,5,W
0.048,61,3.24,7,W
0.045,132,3.16,4,W
0.076,124,3.32,6,W
0.076,130,3.13,6,W
0.034,102,3.16,6,W
0.031,106,2.97,6,W
0.037,95,3.1,4,W
0.042,138,3.15,5,W
0.043,142,3.14,5,W
0.045,127,3.04,6,W
0.045,127,3.04,6,W
0.045,161,3.02,5,W
0.038,76,3.01,7,W
0.03,127,3.46,8,W
0.03,118,3.57,8,W
0.045,161,3.02,5,W
0.037,118,3.15,6,W
0.036,128,3.13,6,W
0.045,127,3.04,6,W
0.036,134,3.53,6,W
0.175,159,3.19,6,W
0.174,159,3.18,5,W
0.035,140,3.17,7,W
0.035,140,3.17,7,W
0.043,93,3.31,6,W
0.042,115,3.16,5,W
0.047,111,3.11,6,W
0.039,126,3.31,7,W
0.035,140,3.17,7,W
0.037,125,3.36,8,W
0.038,111,3.18,7,W
0.033,65,3.24,4,W
0.034,99,3.23,6,W
0.051,131,2.93,6,W
0.039,104,2.91,6,W
0.053,100,3.19,5,W
0.053,150,3.21,6,W
0.054,147,3.42,5,W
0.075,71,3.32,6,W
0.027,113,3.35,7,W
0.127,178,3.1,5,W
0.026,113,3.18,6,W
0.041,120,3.2,7,W
0.032,136,2.91,6,W
0.031,122,3.2,6,W
0.021,82,3.24,6,W
0.026,113,3.18,6,W
0.127,178,3.1,5,W
0.043,131,3.19,6,W
0.036,165,3.18,6,W
0.054,130,3.2,7,W
0.042,140,3.23,5,W
0.046,134,3.48,6,W
0.046,134,3.48,6,W
0.036,86,3.1,6,W
0.042,140,3.23,5,W
0.032,90,3.1,7,W
0.062,140,3.23,6,W
0.058,140,3.27,6,W
0.057,141,3.24,5,W
0.031,97,3.49,6,W
0.033,95,3.36,7,W
0.035,102,3.47,6,W
0.096,92,3.11,5,W
0.031,216,3.03,6,W
0.038,114,3.38,6,W
0.038,44,3.52,4,W
0.029,128,3.28,7,W
0.05,175,3.44,6,W
0.043,92,3.17,6,W
0.046,182,3.21,5,W
0.044,180,3.28,6,W
0.136,93,3.18,5,W
0.048,150,3.29,6,W
0.038,97,3.41,7,W
0.048,161,3.05,6,W
0.055,164,3.1,5,W
0.048,161,3.05,6,W
0.055,164,3.1,5,W
0.044,113,3.3,5,W
0.047,77,3.32,5,W
0.041,79,3.1,6,W
0.058,172,2.9,6,W
0.058,172,2.9,6,W
0.043,116,3.08,6,W
0.055,177,3.12,5,W
0.045,118,3.03,6,W
0.046,119,3.04,6,W
0.027,102,3.23,6,W
0.052,86,3.31,6,W
0.036,92,3.2,7,W
0.066,148,3.3,5,W
0.046,95,3.06,6,W
0.048,112,3.29,6,W
0.031,60,3.27,6,W
0.046,124,3.31,6,W
0.032,81,3.19,6,W
0.021,132,3.15,7,W
0.015,98,3.37,6,W
0.032,179,3.14,5,W
0.03,122,3.33,6,W
0.048,125,3.49,6,W
0.035,97,3.12,6,W
0.038,117,3.36,7,W
0.032,82,3.25,5,W
0.035,81,3.24,4,W
0.046,170,3.15,6,W
0.046,170,3.15,6,W
0.03,118,3.07,6,W
0.037,156,3.26,5,W
0.035,148,3.27,6,W
0.048,174,3.14,5,W
0.046,170,3.15,6,W
0.028,121,3.21,7,W
0.023,56,3.04,7,W
0.052,127,3.04,5,W
0.03,118,3.07,6,W
0.036,100,3.06,6,W
0.038,121,3.24,6,W
0.032,112,3.29,5,W
0.039,92,3.27,6,W
0.047,168,3.15,5,W
0.041,111,2.99,6,W
0.022,110,3.34,7,W
0.02,98,3.26,6,W
0.076,34,3.51,5,R
0.098,67,3.2,5,R
0.092,54,3.26,5,R
0.075,60,3.16,6,R
0.076,34,3.51,5,R
0.075,40,3.51,5,R
0.069,59,3.3,5,R
0.065,21,3.39,7,R
0.073,18,3.36,7,R
0.071,102,3.35,5,R
0.097,65,3.28,5,R
0.071,102,3.35,5,R
0.089,59,3.58,5,R
0.114,29,3.26,5,R
0.176,145,3.16,5,R
0.17,148,3.17,5,R
0.092,103,3.3,7,R
0.368,56,3.11,5,R
0.086,29,3.38,4,R
0.341,56,3.04,6,R
0.077,60,3.39,6,R
0.082,71,3.52,5,R
0.106,37,3.17,5,R
0.084,67,3.17,5,R
0.085,40,3.43,6,R
0.08,23,3.34,5,R
0.08,11,3.28,5,R
0.106,37,3.17,5,R
0.08,35,3.47,5,R
0.082,16,3.38,6,R
0.089,82,3.35,5,R
0.105,37,3.46,6,R
0.083,113,3.17,5,R
0.073,83,3.45,6,R
0.103,50,3.38,5,R
0.086,18,3.4,6,R
0.086,15,3.42,6,R
0.066,30,3.23,7,R
0.172,19,3.5,4,R
0.074,87,3.33,5,R
0.074,87,3.33,5,R
0.088,46,3.26,4,R
0.332,14,3.21,6,R
0.069,23,3.3,5,R
0.05,11,3.48,5,R
0.054,65,3.9,4,R
0.114,114,3.25,5,R
0.113,37,3.25,5,R
0.066,12,3.34,5,R
0.074,96,3.32,5,R
0.074,23,3.15,5,R
0.069,15,3.4,6,R
0.068,14,3.39,6,R
0.081,119,3.2,5,R
0.11,73,3.17,6,R
0.084,45,3.34,5,R
0.07,10,3.04,5,R
0.111,110,3.26,5,R
0.076,54,3.43,5,R
0.074,46,3.41,6,R
0.079,52,3.44,5,R
0.115,112,3.21,5,R
0.085,35,3.38,7,R
0.081,54,3.39,5,R
0.086,11,3.41,5,R
0.086,11,3.41,5,R
0.079,39,3.42,5,R
0.076,15,3.44,5,R
0.074,65,3.28,5,R
0.074,19,3.34,6,R
0.076,27,3.32,6,R
0.088,96,3.32,5,R
0.084,94,3.31,5,R
0.084,43,3.31,4,R
0.094,83,3.28,5,R
0.093,42,3.54,5,R
0.093,42,3.54,5,R
0.104,30,3.52,6,R
0.086,80,3.38,5,R
0.08,119,3.16,4,R
0.069,15,3.41,5,R
0.464,67,3.13,5,R
0.086,73,3.36,5,R
0.401,51,3.16,5,R
0.069,61,3.44,6,R
0.076,40,3.41,5,R
0.11,136,2.93,6,R
0.062,31,3.39,5,R
0.107,125,3.14,5,R
0.076,24,3.48,5,R
0.079,140,3.23,5,R
0.11,136,2.93,6,R
0.11,133,2.93,5,R
0.062,31,3.39,5,R
0.045,85,3.75,4,R
0.058,106,3.85,6,R
0.102,23,3.45,5,R
0.07,22,3.25,5,R
